68421,NE
34761,FL
84184,UT
61702,IL
16881,PA
20768,MD
55112,MN
50244,IA
75954,TX
27814,NC
32861,FL
64142,MO
59464,MT
62219,IL
34282,FL
72352,AR
13796,NY
97801,OR
98320,WA
28708,NC
50570,IA
64688,MO
24880,WV
17372,PA
03852,NH
49228,MI
95051,CA
50599,IA
02359,MA
31308,GA
93390,CA
52201,IA
27815,NC
04928,ME
51461,IA
41085,KY
45211,OH
40576,KY
85671,AZ
23279,VA
28281,NC
57044,SD
52219,IA
61431,IL
31737,GA
29727,SC
60150,IL
20012,DC
89412,NV
46995,IN
79084,TX
48072,MI
75367,TX
75205,TX
80266,CO
22552,VA
92292,CA
38029,TN
88317,NM
81637,CO
62694,IL
76859,TX
90035,CA
60616,IL
79533,TX
06029,CT
95655,CA
21201,MD
81332,CO
03765,NH
92868,CA
52157,IA
92831,CA
28387,NC
36140,AL
56067,MN
52342,IA
95915,CA
32606,FL
01088,MA
85086,AZ
81632,CO
47037,IN
22725,VA
29225,SC
83862,ID
83203,ID
98447,WA
55950,MN
52218,IA
73012,OK
61721,IL
19494,PA
45806,OH
04033,ME
08603,NJ
25159,WV
50661,IA
62854,IL
75220,TX
79516,TX
65102,MO
94535,CA
36910,AL
63938,MO
87105,NM
83635,ID
15358,PA
22094,VA
96092,CA
23693,VA
04460,ME
10308,NY
89711,NV
42235,KY
98368,WA
23450,VA
66948,KS
98087,WA
26153,WV
55720,MN
15274,PA
43927,OH
97294,OR
26423,WV
72581,AR
95001,CA
54226,WI
18601,PA
65018,MO
62624,IL
77414,TX
71857,AR
78884,TX
72340,AR
74871,OK
95061,CA
94246,CA
51502,IA
82242,WY
17405,PA
70401,LA
60523,IL
14638,NY
85937,AZ
58381,ND
50127,IA
02185,MA
78953,TX
05753,VT
64454,MO
79404,TX
75285,TX
28518,NC
91745,CA
67831,KS
75752,TX
49883,MI
90051,CA
53408,WI
49683,MI
55717,MN
97113,OR
03033,NH
54650,WI
36067,AL
35111,AL
23062,VA
29431,SC
79424,TX
63044,MO
17823,PA
49068,MI
15959,PA
95762,CA
03044,NH
49953,MI
06010,CT
79383,TX
31008,GA
44493,OH
31221,GA
16698,PA
50561,IA
15745,PA
47528,IN
71611,AR
03302,NH
75353,TX
94109,CA
20555,DC
08810,NJ
58324,ND
55377,MN
63458,MO
37043,TN
71425,LA
63822,MO
49089,MI
57015,SD
60514,IL
32702,FL
07849,NJ
03468,NH
83343,ID
72427,AR
12777,NY
23879,VA
46180,IN
13736,NY
85637,AZ
15638,PA
63028,MO
54001,WI
95136,CA
49640,MI
54006,WI
30338,GA
87319,NM
32909,FL
30609,GA
23092,VA
99739,AK
85924,AZ
91416,CA
92333,CA
89103,NV
55551,MN
17210,PA
37662,TN
48220,MI
24326,VA
37155,TN
32617,FL
34134,FL
56534,MN
98544,WA
53512,WI
56662,MN
28324,NC
05862,VT
95335,CA
49422,MI
54302,WI
88263,NM
58102,ND
43152,OH
89031,NV
28642,NC
61419,IL
07001,NJ
35565,AL
21114,MD
64491,MO
61911,IL
77493,TX
74548,OK
45819,OH
53295,WI
56236,MN
54564,WI
93106,CA
62298,IL
43941,OH
24203,VA
27946,NC
90004,CA
62611,IL
50314,IA
19453,PA
95950,CA
24185,VA
07718,NJ
73177,OK
66772,KS
58558,ND
68323,NE
41464,KY
30137,GA
12416,NY
53548,WI
24859,WV
33539,FL
61604,IL
76262,TX
44445,OH
97119,OR
15490,PA
77661,TX
68723,NE
51038,IA
67525,KS
96822,HI
98253,WA
28673,NC
27209,NC
93420,CA
57007,SD
21644,MD
91504,CA
84119,UT
89564,NV
11361,NY
44619,OH
38134,TN
19022,PA
62033,IL
75567,TX
59245,MT
60128,IL
28668,NC
15727,PA
85380,AZ
24889,WV
95841,CA
84761,UT
22514,VA
38223,TN
40293,KY
92127,CA
28173,NC
28577,NC
80456,CO
41071,KY
46149,IN
95610,CA
45349,OH
76484,TX
31743,GA
44703,OH
49903,MI
67012,KS
20392,DC
32811,FL
93924,CA
98581,WA
60650,IL
27302,NC
99691,AK
46795,IN
21401,MD
66736,KS
05836,VT
39746,MS
03859,NH
68602,NE
70826,LA
77413,TX
11750,NY
91609,CA
88584,TX
02652,MA
50277,IA
28227,NC
50112,IA
44256,OH
30336,GA
78670,TX
85042,AZ
36071,AL
37357,TN
92856,CA
13457,NY
91209,CA
56265,MN
60689,IL
92714,CA
04289,ME
60116,IL
40448,KY
32903,FL
49006,MI
97299,OR
31013,GA
62975,IL
55756,MN
13809,NY
43416,OH
43567,OH
95953,CA
49443,MI
79344,TX
47861,IN
35961,AL
77670,TX
47116,IN
53138,WI
36038,AL
92809,CA
70449,LA
30092,GA
16554,PA
58433,ND
50619,IA
34218,FL
35761,AL
78369,TX
97303,OR
43620,OH
98224,WA
80470,CO
13031,NY
72624,AR
66733,KS
47531,IN
76710,TX
10522,NY
83119,WY
79044,TX
25044,WV
85085,AZ
21132,MD
67232,KS
67490,KS
95962,CA
32112,FL
05440,VT
04354,ME
32540,FL
67466,KS
03821,NH
37803,TN
48624,MI
23001,VA
98102,WA
60501,IL
48449,MI
40313,KY
95222,CA
38588,TN
14692,NY
20078,DC
28539,NC
69038,NE
02277,MA
61770,IL
47710,IN
77551,TX
62261,IL
75495,TX
60076,IL
12786,NY
15120,PA
40296,KY
07857,NJ
70893,LA
38168,TN
65483,MO
78255,TX
46745,IN
25710,WV
53935,WI
06387,CT
92522,CA
18823,PA
25694,WV
68379,NE
22957,VA
38106,TN
27332,NC
31782,GA
47234,IN
93216,CA
21679,MD
74039,OK
14508,NY
10545,NY
57311,SD
64056,MO
04992,ME
83706,ID
93745,CA
28776,NC
37091,TN
02173,MA
61731,IL
27553,NC
11557,NY
20818,MD
45367,OH
84724,UT
33326,FL
52748,IA
27698,NC
14568,NY
28458,NC
02670,MA
92008,CA
60040,IL
30329,GA
82602,WY
37605,TN
43007,OH
41321,KY
68810,NE
48105,MI
55325,MN
54475,WI
21522,MD
94530,CA
38503,TN
56473,MN
63071,MO
53077,WI
70157,LA
40144,KY
92389,CA
94875,CA
27608,NC
86324,AZ
81521,CO
45414,OH
04970,ME
47280,IN
51334,IA
30703,GA
37356,TN
39563,MS
02836,RI
68847,NE
75065,TX
90083,CA
98001,WA
02123,MA
21639,MD
47975,IN
05901,VT
92230,CA
40533,KY
61489,IL
31035,GA
36469,AL
32710,FL
21102,MD
30504,GA
27413,NC
73130,OK
16511,PA
22923,VA
22959,VA
70607,LA
46057,IN
44999,OH
06043,CT
95150,CA
17772,PA
76250,TX
04343,ME
36121,AL
15424,PA
97862,OR
77655,TX
67548,KS
28501,NC
06466,CT
83114,WY
75421,TX
76858,TX
65032,MO
77485,TX
71968,AR
61422,IL
31761,GA
78680,TX
07856,NJ
62370,IL
36721,AL
02163,MA
21612,MD
71238,LA
04487,ME
30580,GA
50640,IA
98909,WA
40867,KY
30170,GA
14489,NY
87531,NM
62083,IL
92033,CA
53032,WI
92083,CA
28024,NC
33704,FL
10001,NY
30139,GA
08734,NJ
90845,CA
67451,KS
77901,TX
97424,OR
53115,WI
84124,UT
46075,IN
94156,CA
98401,WA
54536,WI
48084,MI
44118,OH
95917,CA
66535,KS
60910,IL
79739,TX
65103,MO
32113,FL
26765,WV
72739,AR
92670,CA
57741,SD
65278,MO
51001,IA
95224,CA
67868,KS
97231,OR
92657,CA
62973,IL
45221,OH
36360,AL
11210,NY
28727,NC
35699,AL
43734,OH
68864,NE
07962,NJ
08502,NJ
30016,GA
98816,WA
30308,GA
93203,CA
43547,OH
57107,SD
62265,IL
14852,NY
04046,ME
15759,PA
33231,FL
47355,IN
63869,MO
96074,CA
32110,FL
49344,MI
12848,NY
38874,MS
60007,IL
95172,CA
40421,KY
05406,VT
61013,IL
43217,OH
93778,CA
19397,PA
40771,KY
61704,IL
69045,NE
04852,ME
43287,OH
48045,MI
53774,WI
19804,DE
67347,KS
25430,WV
12974,NY
12524,NY
10917,NY
98587,WA
56725,MN
11551,NY
08871,NJ
94206,CA
77483,TX
50075,IA
49841,MI
75320,TX
97135,OR
99785,AK
39060,MS
28744,NC
06035,CT
48102,MI
24951,WV
60016,IL
84320,UT
26618,WV
66713,KS
24580,VA
34476,FL
76253,TX
54648,WI
16259,PA
41702,KY
32466,FL
12484,NY
96093,CA
66419,KS
37699,TN
74469,OK
80435,CO
27530,NC
46304,IN
30211,GA
21226,MD
59004,MT
33948,FL
35275,AL
06334,CT
07302,NJ
68528,NE
21663,MD
58418,ND
02908,RI
94294,CA
47638,IN
57272,SD
01807,MA
68372,NE
90888,CA
69029,NE
14008,NY
03291,NH
50218,IA
